Citations,Tectonic Setting,Location,Rock Name,Rock Type,SiO2,TiO2,Al2O3,Fe2O3,CAO,MGO,FEO
[17347],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / MALO-KHAMARDABAN VOLCANIC SUITE,COMENDITIC RHYOLITE [17347],VOL,72.3,0.13,13.52,1.44,0.43,0.09,1.25
[17347],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / MALO-KHAMARDABAN VOLCANIC SUITE,COMENDITIC RHYOLITE [17347],VOL,73.0,0.12,13.25,1.71,1.12,0.12,1.18
[17347],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / MALO-KHAMARDABAN VOLCANIC SUITE,COMENDITIC RHYOLITE [17347],VOL,73.0,0.12,13.25,1.71,1.12,0.12,1.18
[17347],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / MALO-KHAMARDABAN VOLCANIC SUITE,COMENDITIC RHYOLITE [17347],VOL,72.66,0.3,14.14,2.12,0.39,0.24,0.65
[17347],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - MESOZOIC / TRANSBAIKALIA - MESOZOIC / WESTERN TRANSBAIKALIA / MALO-KHAMARDABAN VOLCANIC SUITE,COMENDITIC RHYOLITE [17347],VOL,72.66,0.3,14.14,2.12,0.39,0.24,0.65
[709][735],OCEAN ISLAND,AZORES / TERCEIRA / SANTA BARBARA,COMENDITIC RHYOLITE [709] / TRACHYTE [735],VOL,67.6,0.4,14.69,1.7,0.68,0.11,3.29
[14153],RIFT VOLCANICS,SICILY CHANNEL RIFT / PANTELLERIA,COMENDITIC RHYOLITE [14153],VOL,67.86,0.53,10.97,6.41,0.53,0.18,1.0
[14009],RIFT VOLCANICS,SICILY CHANNEL RIFT / PANTELLERIA,COMENDITIC RHYOLITE [14009],VOL,72.21,0.62,9.72,3.26,0.82,0.29,1.07
[15347],CONTINENTAL FLOOD BASALT,HIGH ARCTIC LARGE IGNEOUS PROVINCE / NORTH GREENLAND / KAP WASHINGTON GROUP,COMENDITIC RHYOLITE [15347],VOL,68.38,0.39,14.95,2.3,0.21,0.44,2.1
[15347],CONTINENTAL FLOOD BASALT,HIGH ARCTIC LARGE IGNEOUS PROVINCE / NORTH GREENLAND / KAP WASHINGTON GROUP,COMENDITIC RHYOLITE [15347],VOL,65.65,0.39,15.04,2.36,0.76,0.51,2.4
[15347],CONTINENTAL FLOOD BASALT,HIGH ARCTIC LARGE IGNEOUS PROVINCE / NORTH GREENLAND / KAP WASHINGTON GROUP,COMENDITIC RHYOLITE [15347],VOL,76.18,0.4,10.32,3.75,0.0,0.16,1.33
[15347],CONTINENTAL FLOOD BASALT,HIGH ARCTIC LARGE IGNEOUS PROVINCE / NORTH GREENLAND / KAP WASHINGTON GROUP,COMENDITIC RHYOLITE [15347],VOL,74.7,0.41,10.33,4.93,0.0,0.04,1.69
[15347],CONTINENTAL FLOOD BASALT,HIGH ARCTIC LARGE IGNEOUS PROVINCE / NORTH GREENLAND / KAP WASHINGTON GROUP,COMENDITIC RHYOLITE [15347],VOL,73.16,0.39,9.83,4.44,0.04,0.44,1.45
[5431][6436],CONVERGENT MARGIN,BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / D^ENTRECASTEAUX ISLANDS,COMENDITIC RHYOLITE [5431],VOL,70.73,0.26,12.97,1.24,0.37,0.19,2.3
[651][656],OCEAN ISLAND,AZORES / TERCEIRA / GUILHERME MONIZ / SYNCALDERA STAGE,COMENDITIC RHYOLITE [651] / TRANSITIONAL BASALT [656],VOL,46.28,1.84,16.04,3.09,9.48,8.75,6.62
[656][1277][1190],OCEAN ISLAND,AZORES / TERCEIRA / SANTA BARBARA / POST-CALDERA STAGE,TRANSITIONAL BASALT [656] / TRACHYTE [1277] / COMENDITIC RHYOLITE [1190],VOL,47.69,2.55,14.49,4.08,9.85,6.43,9.13
[13393],INTRAPLATE VOLCANICS,ATLAS MOUNTAINS / ATLAS MOUNTAINS / ANTI-ATLAS / SIRWA,COMENDITIC RHYOLITE [13393],VOL,71.25,0.23,11.81,2.74,0.08,0.1,0.33
[4425],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / DOGO ISLAND/OKI ISLANDS,"COMENDITIC RHYOLITE, ANORTHOCLASE-QUARTZ [4425]",VOL,72.21,0.44,11.2,2.25,0.27,0.08,2.66
[4425],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / DOGO ISLAND/OKI ISLANDS,COMENDITIC RHYOLITE [4425],VOL,72.73,0.24,9.57,3.86,0.07,0.26,3.24
[4425],CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / DOGO ISLAND/OKI ISLANDS,"COMENDITIC RHYOLITE, ANORTHOCLASE-QUARTZ [4425]",VOL,73.14,0.4,12.28,1.91,0.19,0.04,2.2
[19629],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT,COMENDITIC RHYOLITE [19629],VOL,72.84,0.25,11.29,2.29,0.36,0.06,2.27
[19629],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT,COMENDITIC RHYOLITE [19629],VOL,73.81,0.14,12.37,1.08,0.47,0.06,1.33
[19629],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT / TURKEY / EASTERN ANATOLIAN VOLCANIC BELT / NEMRUT,COMENDITIC RHYOLITE [19629],VOL,74.11,0.25,11.27,1.26,0.71,0.28,1.64
[473],OCEAN ISLAND,ASCENSION / ASCENSION,COMENDITIC RHYOLITE [473],VOL,70.61,0.14,13.22,0.95,0.43,0.11,1.38
[20243],CONVERGENT MARGIN,SIKHOTE-ALIN-SAKHALIN ARC / SIKHOTE ALIN ARC / SIKHOTE-ALIN BELT - CRETACEOUS-PALEOGENE / BURELOMNYI,SUBALKALI BASALT [20243],VOL,46.9,1.92,16.02,7.18,7.37,7.71,4.05
[14035],CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / NORTHERN SARDINIA / MONTIFERRO,SUBALKALI BASALT [14035],VOL,53.24,1.83,15.95,1.55,7.54,6.11,2.26
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,51.26,2.53,16.09,3.59,5.54,7.08,8.89
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,51.28,2.74,15.8,2.96,4.81,7.44,10.65
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,52.37,1.59,17.21,1.56,7.64,6.11,6.78
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,53.04,2.48,16.26,2.55,4.86,6.76,8.62
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,49.85,1.47,16.62,4.22,11.44,6.98,5.51
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,48.51,2.01,15.94,5.41,11.69,6.66,6.11
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,51.11,1.22,14.9,4.69,8.28,8.17,7.11
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,51.63,1.19,14.4,4.08,8.13,8.35,7.5
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,51.43,1.43,17.08,3.39,11.95,4.87,4.92
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,51.52,1.38,17.36,2.88,9.93,6.37,5.39
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,51.45,1.42,17.56,2.79,9.81,6.56,5.49
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,50.2,3.65,13.79,5.56,8.15,4.5,9.9
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,50.47,3.57,13.73,4.94,8.38,4.42,10.3
[22232],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / QINGHAI PROVINCE / LAJISHAN COMPLEX,SUBALKALI BASALT [22232],VOL,51.41,3.5,13.46,4.78,6.91,4.81,10.45
[3317],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / SOUTHERN KAMCHATKA SEGMENT / GORELY,SUBALKALI BASALT [3317],VOL,52.52,1.24,17.2,2.22,7.65,5.24,6.86
[3317],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / SOUTHERN KAMCHATKA SEGMENT / YAVINSKII,SUBALKALI BASALT [3317],VOL,50.66,0.87,21.19,3.95,9.16,2.61,3.86
[3317],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / SHAPOCHKA,SUBALKALI BASALT [3317],VOL,51.72,1.49,18.88,4.04,8.29,4.1,4.73
[3317],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / BOLSHAYA KETEPANA,SUBALKALI BASALT [3317],VOL,49.03,0.78,18.45,4.06,9.07,5.89,6.26
[3317],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / UKSICHAN,SUBALKALI BASALT [3317],VOL,49.78,0.32,20.77,3.93,10.47,3.46,4.32
[3317],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / KRAINII,SUBALKALI BASALT [3317],VOL,52.05,0.98,19.3,2.82,8.78,3.83,6.82
[3317],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / SHIVELUCH (SHEVELUCH),SUBALKALI BASALT [3317],VOL,51.18,0.72,13.67,3.2,8.36,12.08,5.55
[3317],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT / KHARCHINSKY,SUBALKALI BASALT [3317],VOL,52.17,0.8,14.16,5.06,8.36,8.82,2.47
[3317],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA BACK ARC / SREDINNY RIDGE / ICHINSKY(ICHINSKII),SUBALKALI BASALT [3317],VOL,49.57,1.12,17.53,6.31,8.11,5.79,3.89
[3317],CONVERGENT MARGIN,KAMCHATKA ARC / KAMCHATKA ARC / CENTRAL KAMCHATKA SEGMENT,SUBALKALI BASALT [3317],VOL,50.9,1.48,16.9,3.25,8.57,6.05,6.62
[1303],OCEAN ISLAND,COMOROS / MAYOTTE (MAHORE) / DIFFERENTIATED STAGE,SUBALKALI BASALT [1303],VOL,44.75,3.04,14.59,1.62,8.86,6.47,10.82
[9194][8084],RIFT VOLCANICS,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / CHYULU HILLS VOLCANIC FIELD / SOUTHERN CHYULU HILLS LAVAS - MZIMA TYPE,SUBALKALI BASALT [9194],VOL,50.0,1.67,12.23,1.93,10.15,10.6,9.64
[8382][1337],OCEAN ISLAND,MASCARENE ISLANDS INCL. REUNION / MAURITIUS / YOUNG SERIES,"SUBALKALI BASALT [8382] / ALKALI BASALT, OLIVINE [1337]",VOL,45.18,1.94,14.55,3.03,11.07,10.44,9.36
[8382],OCEAN ISLAND,MASCARENE ISLANDS INCL. REUNION / MAURITIUS / SHIELD STAGE / OLDER SERIES,SUBALKALI BASALT [8382],VOL,47.31,2.66,13.55,1.55,9.87,9.73,10.45
[8382],OCEAN ISLAND,MASCARENE ISLANDS INCL. REUNION / MAURITIUS / SHIELD STAGE / OLDER SERIES,SUBALKALI BASALT [8382],VOL,47.31,2.66,13.03,4.25,9.61,9.6,7.83
[12012][11939],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE,SUBALKALI BASALT [12012],VOL,46.6,2.82,13.5,2.95,10.9,9.13,6.71
[10315][17506][20453],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND / MOUNT MURPHY,BASALT [10315] / SUBALKALI BASALT [20453],VOL,45.08,4.16,13.69,4.43,10.53,5.36,10.64
[15746][20453][7623],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND / MOUNT SIPLE,HAWAIITE [15746] / SUBALKALI BASALT [20453] / NOT GIVEN [7623],VOL,45.46,3.21,15.15,1.28,8.42,6.34,11.67
[11486][1971][9445],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486] / BASALT [1971],VOL,46.2,2.49,13.45,1.95,9.94,13.16,9.74
[11486][1971],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486] / BASALT [1971],VOL,48.75,2.9,16.49,1.92,9.3,6.38,9.63
[11486][1971],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486] / BASALT [1971],VOL,50.77,3.1,13.96,2.06,9.88,5.78,10.3
[8618],INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / RHÖN,SUBALKALI BASALT [8618],VOL,52.15,2.08,14.43,1.79,7.51,6.34,8.95
[8618],INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / RHÖN,SUBALKALI BASALT [8618],VOL,50.95,1.96,14.42,2.59,8.68,7.16,8.38
[8618],INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / RHÖN,SUBALKALI BASALT [8618],VOL,51.5,1.93,14.62,2.07,9.31,6.9,8.48
[8618],INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / RHÖN,SUBALKALI BASALT [8618],VOL,48.71,2.04,13.73,3.84,9.59,8.81,7.13
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,50.83,1.89,15.02,1.77,8.69,6.28,10.03
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,50.64,1.85,15.28,1.74,8.6,6.1,9.89
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,50.52,1.8,15.05,1.77,8.64,6.3,10.0
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,50.19,1.89,15.33,1.77,8.09,6.45,10.03
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,53.05,1.38,14.58,1.62,7.82,6.9,9.18
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,51.66,1.79,14.21,1.72,8.79,6.84,9.75
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,50.92,1.81,14.26,1.74,8.97,7.18,9.86
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,54.49,1.58,14.22,1.57,6.82,6.39,8.88
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,52.87,1.71,14.52,1.55,8.4,6.23,8.76
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,52.94,1.73,14.35,1.56,8.2,6.28,8.86
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,52.74,1.72,14.17,1.6,8.27,6.67,9.06
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,49.85,1.81,13.53,1.64,8.57,7.67,9.3
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,51.05,1.91,13.95,1.61,8.7,7.59,9.13
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,51.02,1.92,13.99,1.6,8.74,7.65,9.04
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,51.42,1.92,14.11,1.56,8.78,7.42,8.81
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,50.29,1.35,14.56,1.56,8.81,6.53,8.84
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,51.79,1.71,14.07,1.56,8.02,6.84,8.82
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,50.52,1.7,13.5,1.58,8.46,7.69,8.94
[29385],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / VIETNAM - CENOZOIC/QUATERNARY,SUBALKALI BASALT [29385],VOL,52.91,1.4,15.1,1.08,9.0,6.97,8.21
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,50.2,2.67,16.66,1.9,9.16,4.47,9.48
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,48.91,2.96,17.02,2.05,9.38,4.18,10.26
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,49.23,2.83,16.97,1.91,9.55,4.46,9.56
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,49.81,3.19,14.3,2.2,9.28,5.44,10.98
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,47.57,2.43,13.78,1.98,12.67,8.54,9.89
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,50.74,2.67,15.06,1.85,10.39,5.62,9.23
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,48.73,2.56,16.04,1.96,10.48,6.19,9.82
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,51.12,2.74,14.57,1.94,9.79,5.81,9.7
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,46.35,3.53,17.75,2.23,11.45,4.1,11.17
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,51.84,2.9,14.45,2.03,10.17,3.15,10.14
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,48.94,2.93,17.12,1.8,12.02,4.03,9.02
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,48.2,3.37,14.82,2.13,10.67,6.04,10.66
[11486],CONTINENTAL FLOOD BASALT,DECCAN / NORTHERN DECCAN,SUBALKALI BASALT [11486],VOL,48.0,2.91,15.49,1.94,11.1,6.35,9.68
[12012],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE,SUBALKALI BASALT [12012],VOL,53.0,2.94,14.5,3.61,7.66,4.76,4.79
[12012],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE,SUBALKALI BASALT [12012],VOL,51.4,1.98,14.0,1.9,8.79,7.13,8.56
[12012],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE,SUBALKALI BASALT [12012],VOL,50.5,1.39,15.9,2.69,9.57,6.37,7.4
[12012],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JILIN PROVINCE,SUBALKALI BASALT [12012],VOL,47.1,2.61,11.4,3.82,9.16,7.79,5.33
[12012],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / SHANDONG PROVINCE,SUBALKALI BASALT [12012],VOL,48.4,2.33,14.1,3.75,9.49,8.47,6.8
[12012],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ANHUI PROVINCE,SUBALKALI BASALT [12012],VOL,49.8,3.02,11.6,3.41,11.2,7.46,5.22
[12012],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ANHUI PROVINCE,SUBALKALI BASALT [12012],VOL,50.5,2.12,13.2,1.4,10.8,8.64,7.14
[12012],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,SUBALKALI BASALT [12012],VOL,53.5,3.05,9.83,2.77,11.9,5.98,4.73
[12012],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,SUBALKALI BASALT [12012],VOL,58.2,2.61,12.1,0.97,9.45,4.5,4.03
[12012],INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / ZHEJIANG PROVINCE,SUBALKALI BASALT [12012],VOL,55.3,2.28,14.4,0.96,9.94,5.39,6.21
[17506][20453],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND / MOUNT MURPHY,BASALT [17506] / SUBALKALI BASALT [20453],VOL,45.13,4.2,13.62,3.81,10.35,5.5,11.24
[17506][20453],RIFT VOLCANICS,ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / MARIE BYRD LAND / MOUNT MURPHY,BASALT [17506] / SUBALKALI BASALT [20453],VOL,44.96,4.07,13.86,5.01,10.09,5.52,9.79
[3396][3290][3325],CONVERGENT MARGIN,LESSER ANTILLES / LESSER ANTILLES / GRENADA / MOUNT MORITZ,"PICRITE [3396] / ALKALI BASALT, OLIVINE [3290] / BASALT [3325]",VOL,46.55,0.879,13.82,1.1,10.95,14.42,7.93
